PDB1,PDB2,c_RMSD
2otu,8zpu,9.083745269486329
2otu,9cn2,18.784267844736494
2otu,9d7y,16.6316662423712
2otu,8zd5,21.74806593232427
2otu,9g6q,16.390527247083288
2otu,9hy3,22.468810279672184
2otu,9h4r,17.258587226133407
2otu,9h4s,20.00895351068982
2otu,9hy5,23.424315686602988
2otu,9hy1,10.427022987807351
2otu,9hy2,22.4539494172696
2otu,9iut,22.44651165125827
2otw,2uud,23.779305198941426
2otw,2uzi,17.0052004597799
2otu,9kep,18.6282362965141
2otu,9kat,17.57386925147768
2otw,2vh5,17.1061339723579
2otw,2ybr,24.27153960482333
2otw,2yc1,19.309935850611982
2otw,2yss,17.52905789583546
2otw,2xtj,34.6090348789775
2otw,2znw,18.950184758444763
2otw,2znx,18.908732282623305
2otw,3a67,18.941205484203614
2otw,3a6c,18.945506991030825
2otw,3a6b,18.91539521837413
2otw,3auv,20.199152303066544
2otw,3dur,17.80045945734679
2otw,3cx5,26.766580247070365
2otw,3dus,20.85222952124284
2otw,3duu,17.22226403422994
2otw,3dv4,18.618603033673146
2otw,3dv6,20.7406354459074
2otw,3esu,20.73098162946099
2otw,3esv,15.275477177478301
2otw,3cxh,25.303557388899367
2otw,3et9,20.644781506788227
2otw,3ehb,16.789894420246352
2otw,3gkz,19.56287330825781
2otw,3h3p,23.2232229857766
2otw,3gm0,19.58461648694955
2otw,3h3b,18.791175106664642
2otw,3hb3,16.739380052975655
2otw,3juy,18.325276247277294
2otw,3lh2,17.95707209474255
2otw,3u6r,21.069534889894886
2otw,3lhp,30.1761345698622
2otw,3umt,22.775312297978495
2otw,3uzv,17.464580443488646
2otw,3ux9,15.309519725533487
2otw,3uzq,13.638166586867154
2otw,3uyp,24.053229527902218
2otw,3uze,19.99984653643119
2otw,4buh,25.55576382722332
2otw,3wbd,13.853043127793953
2otw,43ca,21.50813094435586
2otw,4ffy,9.282155691939957
2otw,43c9,21.267366879012766
2otw,4gqp,18.97169873812103
2otw,4laq,20.709547727981143
2otw,4h0i,19.26088044502195
2otw,4h0g,21.66667319346758
2otw,4h0h,21.0710576038474
2otw,4lar,18.86192891565815
2otw,4las,21.20354870074181
2otw,4lci,21.1554532859152
2otw,4llv,23.178337191472522
2otw,4lrn,17.931386307569706
2otw,4nik,17.973558474622187
2otw,4m8q,20.755608687500338
2otw,4m62,22.49470557796973
2otw,4p48,19.20638253340933
2otw,4ob5,16.061326868934923
2otw,4ouo,22.81124346172209
2otw,4p49,18.34585732720022
2otw,4qyo,18.615312139148205
2otw,4qxt,15.361088079068898
2otw,4qy8,19.799305714756613
2otw,4r3s,20.57301304517456
2otw,4ut7,20.45753475966354
2otw,4rzc,21.76820545258658
2otw,4rav,10.750364255059868
2otw,4uu9,17.128826553692218
2otw,4xvj,17.824066104651685
2otw,4y5v,22.91151025801802
2otw,5a2j,19.49847210420751
2otw,4y5y,18.819877509770443
2otw,5a2k,16.167846707685165
2otw,4yjz,21.72414877770241
2otw,4z0x,19.921305954288975
2otw,4yqx,24.814603203102298
2otw,5a2i,17.463200299162896
2otw,5a2l,19.391498133518063
2otw,5aam,9.828727714841886
2otw,5ayu,22.214935916407896
2otw,5b3n,16.917831656115144
2otw,5cba,25.336668947247944
2otw,5dfw,7.781280673444869
2otw,5c2b,21.41768379159336
2otw,5cbe,26.279414232014734
2otw,5c6w,18.659921707816157
2otw,5dhx,23.627821716364164
2otw,5dhv,29.93775973794015
2otw,5fxc,16.198744256075845
2otw,5fcs,14.862229414901636
2otw,5grx,9.039520614163093
2otw,5grv,24.55078751824579
2otw,5f72,9.187136689544802
2otw,5gru,12.783158239125628
2otw,5gry,21.563073981015837
2otw,5grw,10.2686981187353
2otw,5grz,14.64769139594759
2otw,5gs3,17.463656983418822
2otw,5j74,19.248337658280143
2otw,5gs1,13.696400028895878
2otw,5i4f,13.565854778151238
2otw,5kve,18.036363270997928
2otw,5jyl,19.527489846517742
2otw,5j75,11.62082313849882
2otw,5jym,18.436381875225358
2otw,5lbs,22.00842870866184
2otw,5lwy,19.218016597479863
2otw,5lx9,13.343687374635131
2otw,5lxa,14.05508640743183
2otw,5n7b,18.906558101199103
2otw,5lxg,20.81134674968088
2otw,5npi,20.217227849703672
2otw,5npj,20.219379216401688
2otw,5vf2,13.337214559230592
2otw,5owp,17.821809687065418
2otw,5tbd,18.06405954781204
2otw,5vf6,17.58805354872222
2otw,5ogi,29.52903589630811
2otw,5wn9,18.029134274615643
2otw,5wym,24.29050216818126
2otw,5xcs,20.220466471876
2otw,5xcq,18.024982495721
2otw,5xcr,24.068403523407802
2otw,5xct,15.314259673205413
2otw,5xcu,14.91521994459839
2otw,5xcx,15.395362214507522
2otw,5yd3,12.901748630894534
2otw,5xcv,16.759108216609416
2otw,5yd5,13.889394537309158
2otw,5yd4,12.854600091243336
2otw,5xwd,20.780863533831315
2otw,5yy4,17.69312602912675
2otw,6a79,20.540461475891444
2otw,6a78,20.466270630672078
2otw,6ba5,18.43394335120648
2otw,6cbp,12.509114187521407
2otw,6ban,17.70991676587807
2otw,6dsi,18.55456615179969
2otw,6cf2,26.340482394004155
2otw,6ehv,20.092658597871154
2otw,6crk,10.806451329468086
2otw,6ehw,10.154466931052367
2otw,6cvk,18.2623484935813
2otw,6ehy,12.324189780898404
2otw,6ejg,19.10022639591497
2otw,6ehx,10.316344739827821
2otw,6ejm,18.796982029118787
2otw,6fzr,19.0101235234277
2otw,6ek2,6.40739536276672
2otw,6ffj,20.23100126319235
2otw,6frj,17.171832369196046
2otw,6fzq,17.225543609998173
2otw,6g8r,16.59481133057408
2otw,6ivz,19.95414668659278
2otw,6h3t,21.91933988905222
2otw,6i07,26.06915915159871
2otw,6j14,31.730932089791434
2otw,6iw2,18.524458725956354
2otw,6j5d,15.714921673770597
2otw,6j5f,15.714517327653748
2otw,6j9o,17.932809717158502
2otw,6k4z,21.86627138412889
2otw,6j71,21.656092485328642
2otw,6k65,23.55944348861811
2otw,6ks0,20.841102679423663
2otw,6kr0,13.310553091081639
2otw,6lcs,17.418077981636845
2otw,6ks1,19.209059875316985
2otw,6kyz,17.00736166630463
2otw,6lfv,15.862723920092876
2otw,6kz0,18.85004597776294
2otw,6lfx,21.420058014279526
2otw,6lfw,14.054723618037453
2otw,6lgw,41.558487968795305
2otw,6lz4,20.18458554237442
2otw,6osh,13.241779841297546
2otw,6osv,20.39771735524441
2otw,6ol7,24.462664655022362
2otw,6oan,18.96536660224732
2otw,6p79,9.239651140789725
2otw,6pcu,20.487995010638546
2otw,6pil,10.881498107635776
2otw,6pk8,13.319587464416554
2otw,6qb3,9.46984917918724
2otw,6qb4,9.500437015184064
2otw,6tgg,17.13013635452555
2otw,6qf9,10.787802569843507
2otw,6qb9,17.910074135624132
2otw,6tou,12.52225660412285
2otw,6qfc,9.476380135092313
2otw,6qf6,14.942993243131767
2otw,6uup,18.014506190176952
2otw,6uy3,22.902747159109783
2otw,6tnp,24.150805802396434
2otw,6vrp,12.02447488168014
2otw,6vug,13.035468629328188
2otw,6vep,19.25767090294361
2otw,6vup,13.318144006209476
2otw,6vun,13.85299242587335
2otw,6y6c,15.154422553017445
2otw,6wzn,18.421008262206797
2otw,6vuo,12.492375008239568
2otw,6yx9,18.863623734077176
2otw,6yxd,19.023746078387493
2otw,7a3o,24.398790620141803
2otw,7cea,18.842837816014253
2otw,7aql,10.503879425723618
2otw,7a3q,22.64893520864568
2otw,7ceb,22.828084649870377
2otw,7eq3,19.093638990490387
2otw,7df1,22.88561049265855
2otw,7jtr,18.214917238297865
2otw,7kbm,13.802710712145672
2otw,7jum,24.575688307329134
2otw,7kbo,13.319250460879859
2otw,7km6,9.878440318353606
2otw,7kd6,18.780348092492563
2otw,7k93,11.798574509512816
2otw,7rk1,19.784532432560887
2otw,7pa6,44.957140533509694
2otw,7rk2,12.533293205067979
2otw,7u9e,13.65564970455984
2otw,7tzh,12.523243725620828
2otw,7pa7,30.706203474016288
2otw,7ua2,19.804224380722857
2otw,7ubs,16.366967412860472
2otw,7ua8,23.035452683125953
2otw,7u9w,14.74444486273471
2otw,7uc8,12.546821691268777
2otw,7ucq,22.375040235297877
2otw,7vyt,20.12329108816006
2otw,7url,16.859724093887376
2otw,7ufw,13.933608902588107
2otw,7zwf,16.439913967969975
2otw,7w7q,23.39184900334907
2otw,8axh,16.420536285641763
2otw,7wvg,23.033790997918317
2otw,8cge,20.702633343643605
2otw,8dy0,10.34205426146917
2otw,8dgr,19.212966542228667
2otw,8dy1,21.813279349549745
2otw,8dy2,14.898138343112288
2otw,8dy3,9.428351264882727
2otw,8dy5,30.142460728374697
2otw,8dy4,15.794181081337259
2otw,8ek5,24.912497573895823
2otw,8dzv,17.975471548641053
2otw,8ezl,22.04122789709434
2otw,8gho,20.74153142057729
2otw,8ezm,23.019088885127776
2otw,8ezk,14.669378144400373
2otw,8h73,21.222683763674524
2otw,8h3b,9.669608372958963
2otw,8ia6,9.825928144021603
2otw,8gv7,23.036582492773118
2otw,8hyl,21.440660155571678
2otw,8i5l,23.6679548627084
2otw,8iqp,17.089566948185233
2otw,8iqr,10.681818261702265
2otw,8iqq,22.795782537291807
2otw,8jow,15.133811057968012
2otw,8iqs,13.502281922849626
2otw,8jyq,23.437072716475477
2otw,8pmz,23.144772645992145
2otw,8pwv,14.641078811213157
2otw,8pww,16.804493753534135
2otw,8r4o,23.510274682334874
2otw,8rpe,14.014754708492932
2otw,8s4h,20.357309923565825
2otw,8r4q,23.426699054447443
2otw,8rz1,25.081247039939317
2otw,8vrr,1000.0
2otw,8sow,21.224617182020726
2otw,8soz,21.015665880853124
2otw,8rz0,17.932833011805727
2otw,8r4u,21.573002341328557
2otw,8v8f,21.71387719931263
2otw,8wfh,18.192158766676535
2otw,8vrs,24.576570501269966
2otw,8ytp,19.409505031064448
2otw,8wsq,17.939849423284056
2otw,8yj7,25.45491944660318
2otw,8yto,19.41400699076687
2otw,8ytn,15.366416030946594
2otw,8zpu,12.793423875811154
2otw,8wfm,25.60909748278178
2otw,8zd5,23.471142069207218
2otw,9g6q,20.126838253654444
2otw,9h4r,18.24903886378759
2otw,9cn2,9.6666715788085
2otw,9d7y,21.17955022225777
2otw,9hy3,16.54226113634268
2otw,9hy1,9.440431870733644
2otw,9hy5,15.065175799380889
2otw,9h4s,17.887062955499893
2otw,9hy2,16.554002628725637
2otw,9iut,22.01165108920428
2uud,2uzi,25.089509635883594
2uud,2vh5,25.124980588155832
2otw,9kat,16.369946292051395
2otw,9kep,16.598744110980938
2uud,2yss,25.779585699589756
2uud,2znw,26.77482721497544
2uud,2ybr,27.454852307309388
2uud,2yc1,27.434375678496124
2uud,2xtj,39.20963980866501
2uud,2znx,26.757020499798806
2uud,3a67,24.442809584689723
2uud,3a6b,24.437051185971743
2uud,3a6c,24.43756213125419
2uud,3auv,20.91391798304061
2uud,3dur,23.442954973171197
2uud,3dus,27.79823943789326
2uud,3cx5,32.01804846673269
2uud,3duu,23.743544662894635
2uud,3dv4,22.231613574821594
2uud,3dv6,27.60225365230281
2uud,3cxh,25.795281874709914
2uud,3ehb,21.270711748970193
2uud,3esu,22.36700576267302
2uud,3esv,23.25056079650184
2uud,3et9,23.201546432921383
2uud,3gkz,21.58558530040924
2uud,3h3p,30.025786847281314
2uud,3gm0,21.550911886680606
2uud,3h3b,24.248735295148627
2uud,3hb3,21.268431321499087
2uud,3juy,27.56458896331073
2uud,3lh2,27.464244771601244
2uud,3lhp,34.069705152649824
2uud,3umt,26.933783008832346
2uud,3u6r,26.55312423565717
2uud,3ux9,22.45434730784477
2uud,3uyp,24.22579959018883
2uud,3uze,23.201598242500697
2uud,3uzq,22.133204336055787
2uud,3uzv,28.104002588406384
2uud,43ca,27.327516796602712
2uud,3wbd,22.47245264054733
2uud,4gqp,23.646728054480192
2uud,4ffy,24.705908705392137
2uud,4h0h,25.6827109000363
2uud,4buh,28.5066726223947
2uud,43c9,27.422045923318578
2uud,4h0g,24.250990622139785
2uud,4laq,22.0124722277636
2uud,4h0i,26.091929736002303
2uud,4lar,27.292754247438697
2uud,4las,21.777254086615834
2uud,4lci,21.531779152654195
2uud,4llv,23.30711757182911
2uud,4lrn,27.185577990510264
2uud,4m62,26.883885392677563
2uud,4ob5,23.947503501435044
2uud,4nik,23.142285827462814
2uud,4m8q,32.2810003667931
2uud,4ouo,19.74954508353459
2uud,4p48,26.66879420633708
2uud,4qxt,23.646388713963635
2uud,4p49,24.381795945274895
2uud,4qy8,25.503404002023316
2uud,4qyo,24.375168002953295
2uud,4r3s,23.42477370210606
2uud,4uu9,25.441038661311683
2uud,4xvj,21.659913993043922
2uud,4rav,25.087896831188417
2uud,4rzc,26.51209859892521
2uud,4ut7,28.712275135152744
2uud,4y5v,29.473955939483883
2uud,4y5y,30.3399457043706
2uud,4z0x,26.40296868291757
2uud,4yqx,28.633590961740396
2uud,4yjz,24.07855302967332
2uud,5a2j,22.49293781616783
2uud,5a2i,27.15197157027446
2uud,5a2l,22.49608578289577
2uud,5ayu,23.689718864874813
2uud,5a2k,27.145007072103496
2uud,5b3n,25.862829550445507
2uud,5aam,27.256021672082742
2uud,5cba,25.205012739018443
2uud,5c2b,27.654162238774326
2uud,5dfw,34.816552100754116
2uud,5cbe,25.60980864694058
2uud,5c6w,27.106897015468483
2uud,5dhx,30.433799586770593
2uud,5dhv,36.30354840362336
2uud,5fcs,18.630737663525153
2uud,5f72,23.567785539441225
2uud,5grv,24.722537754517557
2uud,5fxc,27.873428529194065
2uud,5gru,26.569930469366454
2uud,5grx,27.641173772603867
2uud,5gry,23.794647220799405
2uud,5grw,23.556111081694347
2uud,5grz,26.57486829434464
2uud,5gs3,26.64985184604949
2uud,5i4f,27.389728634967373
2uud,5j75,25.9370582497393
2uud,5jyl,24.264165787659227
2uud,5kve,23.072668356329963
2uud,5jym,26.266157716024626
2uud,5j74,26.58301514396527
2uud,5gs1,25.748182115489925
2uud,5lwy,28.482018093741992
2uud,5lbs,26.57679354446203
2uud,5lx9,23.813527281802934
2uud,5lxa,23.77358669724658
2uud,5npj,26.291036608326294
2uud,5npi,26.270923279066327
2uud,5n7b,24.781499591612484
2uud,5lxg,28.507174828644388
2uud,5vf6,22.929882053670934
2uud,5tbd,22.306095449608684
2uud,5owp,26.24013778985322
2uud,5vf2,27.342461148039977
2uud,5ogi,28.47631591168169
2uud,5wn9,25.899473447779425
2uud,5wym,26.37690455286157
2uud,5xcq,25.008439620535345
2uud,5xcr,27.139481875859502
2uud,5xcu,23.16989791209998
2uud,5xct,31.65835504518407
2uud,5xcs,24.290771867038416
2uud,5xcx,24.195254539650147
2uud,5xcv,26.502953400600674
2uud,5xwd,22.407426419921602
2uud,5yd3,26.772798102420914
2uud,5yd5,27.495090327544098
2uud,5yy4,23.424433321182555
2uud,5yd4,26.846187277930568
2uud,6a79,27.29981051630809
2uud,6a78,27.338112473463298
2uud,6ban,24.746300213784963
2uud,6ba5,25.251964255945186
2uud,6cbp,25.82644076437777
2uud,6crk,27.265116225175067
2uud,6cvk,28.69940919369839
2uud,6cf2,27.251358957681962
2uud,6dsi,25.630722142860336
2uud,6ehv,23.88572985134462
2uud,6ehw,24.54450805990055
2uud,6ehx,26.950241872389785
2uud,6ejg,19.376403980037065
2uud,6ehy,24.502460370764318
2uud,6ejm,20.275678466334515
2uud,6ffj,29.97905111270496
2uud,6ek2,0.0
2uud,6g8r,25.065528452256892
2uud,6frj,26.023642074056006
2uud,6fzq,25.958512452071517
2uud,6fzr,24.8422188973512
2uud,6ivz,20.70829852391145
2uud,6h3t,23.349285039480396
2uud,6j5d,27.44172010954692
2uud,6j14,32.75496184856377
2uud,6j5f,27.42107139604937
2uud,6i07,32.81493561912822
2uud,6j9o,23.2793075259373
2uud,6iw2,24.1460394510218
2uud,6k4z,20.04890091290123
2uud,6j71,23.153828787624633
2uud,6k65,26.740731721638454
2uud,6ks0,28.517202214889956
2uud,6kyz,22.27150478335177
2uud,6kr0,22.36145703990982
2uud,6ks1,28.47310635061045
2uud,6lcs,29.21894787157325
2uud,6lfx,27.729665230492934
2uud,6lfv,27.049177236427678
2uud,6lfw,26.511092826232556
2uud,6kz0,26.465007202395324
2uud,6lgw,41.15555729287502
2uud,6lz4,26.433822772083257
2uud,6oan,21.57698130261023
2uud,6ol7,23.87219043013384
2uud,6osh,25.75834326872962
2uud,6osv,25.91743256668453
2uud,6p79,24.545367007433384
2uud,6pcu,23.848910253036948
2uud,6pil,27.606712415100148
2uud,6qb9,27.257651667436296
2uud,6qb4,23.905208725747592
2uud,6qf6,26.04258197425004
2uud,6qb3,23.853991668885
2uud,6pk8,22.835968071112475
2uud,6qf9,25.875053922577532
2uud,6qfc,23.85842901915493
2uud,6tgg,25.99853878950604
2uud,6tnp,26.24467718541602
2uud,6tou,25.470739614432667
2uud,6uy3,26.611513557233497
2uud,6uup,26.625509488326184
2uud,6vuo,25.857160221319177
2uud,6vrp,25.582085146834103
2uud,6vup,25.776838012051808
2uud,6vun,24.421113353539187
2uud,6vug,26.002746825422292
2uud,6vep,27.41674997610666
2uud,6yx9,28.411879831198963
2uud,6y6c,23.56396510301246
2uud,6yxd,28.423633344007772
2uud,6wzn,24.881053775395696
2uud,7a3o,27.218007661141943
2uud,7cea,28.098549085428242
2uud,7a3q,26.497034236760864
2uud,7aql,26.777596354479606
2uud,7ceb,21.62833468497641
2uud,7eq3,23.348513804923424
2uud,7jum,26.558599195548034
2uud,7df1,22.172997813505383
2uud,7kbm,25.603415940811708
2uud,7k93,25.288781483733256
2uud,7kbo,26.16860330856261
2uud,7jtr,23.720774713547346
2uud,7km6,23.633661445141932
2uud,7kd6,27.3905464554394
2uud,7pa6,45.0016272464515
2uud,7rk1,24.34034778887822
2uud,7u9w,26.334785637670155
2uud,7rk2,27.386524576104623
2uud,7pa7,31.309206884287853
2uud,7tzh,24.896048628684273
2uud,7u9e,23.490019950264667
2uud,7ua2,24.43358712268675
2uud,7ua8,25.571600162774114
2uud,7ubs,26.813094245809538
2uud,7w7q,25.833129745576393
2uud,7ucq,24.808044231387157
2uud,7ufw,26.38214808505105
2uud,7url,26.75098119221514
2uud,7vyt,24.862000917277555
2uud,7uc8,26.481610495718545
2uud,7wvg,26.034445774138874
2uud,7zwf,19.49777396266114
2uud,8cge,19.125672771123543
2uud,8dgr,27.74099226831017
2uud,8axh,27.298217344660628
2uud,8dy0,27.80038003028529
2uud,8dy1,27.297746039344954
2uud,8dy3,24.247360223519415
2uud,8dy4,25.52800746567128
2uud,8dy2,25.003458144426713
2uud,8dzv,30.848464439898137
2uud,8ek5,31.966519894774528
2uud,8ezl,28.47170220286383
2uud,8dy5,37.10310551737677
2uud,8ezm,24.81842638159102
2uud,8ezk,24.650693383935433
2uud,8gho,22.48578198661591
2uud,8h3b,24.139921445400372
2uud,8hyl,26.475708757366043
2uud,8h73,24.84524689556681
2uud,8gv7,26.03849859440996
2uud,8iqp,27.296760891822814
2uud,8ia6,27.470246431203226
2uud,8iqq,24.083251393875727
2uud,8i5l,25.354465146669543
2uud,8iqr,26.204285098569578
2uud,8iqs,26.870422658830698
2uud,8jow,23.616911227820143
2uud,8jyq,22.978111227113168
2uud,8pmz,26.390508394035038
2uud,8pww,25.789401978044925
2uud,8pwv,24.983113258845037
2uud,8rpe,28.040016089103123
2uud,8r4u,28.92730674271608
2uud,8r4q,30.440710168942086
2uud,8r4o,30.5696278019887
2uud,8rz1,28.21387581151009
2uud,8rz0,25.348864285557347
2uud,8s4h,24.248538787671883
2uud,8sow,26.02737065304535
2uud,8v8f,26.349931375433233
2uud,8soz,26.845810554915328
2uud,8vrr,1000.0
2uud,8vrs,25.68992759965386
2uud,8wfh,25.038355581756687
2uud,8wsq,25.371963091411857
2uud,8wfm,28.16761044151226
2uud,8ytn,24.044533628310308
2uud,8yto,23.709808241416496
2uud,8zpu,22.79955979702309
2uud,8ytp,23.496522962157453
2uud,9g6q,25.955182249817145
2uud,9d7y,25.704273951748576
2uud,8yj7,26.918667099735448
2uud,9cn2,26.71280322241355
2uud,8zd5,29.040699157862402
2uud,9hy1,22.924702981401964
2uud,9h4s,22.961043049037418
2uud,9h4r,23.491350288228432
2uud,9hy3,22.378059838068275
2uud,9hy2,22.36944624350711
2uud,9kat,21.328812178362654
2uud,9hy5,25.861433104615113
2uzi,2vh5,0.45340755628217155
2uud,9iut,28.845567170861827
2uud,9kep,27.28830422476843
2uzi,2xtj,42.67508898248363
2uzi,2ybr,20.998106305783633
2uzi,2yss,22.150582649973796
2uzi,2yc1,20.43458575073813
2uzi,3a67,14.868823123022096
2uzi,2znx,19.67990409574887
2uzi,2znw,19.73140658876152
2uzi,3a6c,14.877036522470378
2uzi,3a6b,14.872343852045873
2uzi,3auv,18.998421015725636
2uzi,3dur,19.416729258423064
2uzi,3cx5,40.29409442758574
2uzi,3dus,18.151017276593265
2uzi,3duu,17.879179563330695
2uzi,3dv4,16.812925149647437
2uzi,3dv6,17.949849973578647
2uzi,3esv,19.543813977367464
2uzi,3esu,17.831246930705113
2uzi,3cxh,39.00999834106839
2uzi,3et9,17.765691245664225
2uzi,3ehb,29.529295323632585
2uzi,3gkz,17.05454792489292
2uzi,3gm0,16.902522287048924
2uzi,3hb3,29.41830402168434
2uzi,3lhp,29.82277147632553
2uzi,3lh2,19.58142717510527
2uzi,3h3b,22.105396660597542
2uzi,3umt,21.82657685527707
2uzi,3h3p,21.156515448752778
2uzi,3u6r,18.424127933286197
2uzi,3juy,19.389496586048306
2uzi,3ux9,20.677511556524664
2uzi,3uzq,24.967562928050313
2uzi,3wbd,24.92313593431253
2uzi,3uze,20.484576001393215
2uzi,3uyp,23.236246802819476
2uzi,3uzv,21.029282689803537
2uzi,43ca,17.66306206599907
2uzi,43c9,17.67859978848437
2uzi,4buh,20.8359308889897
2uzi,4gqp,19.980116342621105
2uzi,4laq,19.399165041519506
2uzi,4ffy,20.71003351076974
2uzi,4h0g,25.860597319370445
2uzi,4h0h,24.996430410964173
2uzi,4lci,18.743190282970613
2uzi,4h0i,24.610955015692618
2uzi,4llv,19.257455103168315
2uzi,4lar,26.413751976488573
2uzi,4lrn,18.541922752561696
2uzi,4las,17.797428807201747
2uzi,4m62,18.162429623884385
2uzi,4m8q,22.115073208301798
2uzi,4ob5,19.476719971111354
2uzi,4nik,22.35400746321687
2uzi,4ouo,26.04553061578609
2uzi,4p49,22.551913705122768
2uzi,4p48,20.55856556648492
2uzi,4qxt,18.91708663362343
2uzi,4qyo,19.436461955735897
2uzi,4qy8,18.323355828919663
2uzi,4r3s,19.147667577117677
2uzi,4uu9,18.71504557222876
2uzi,4rav,21.274875256321685
2uzi,4ut7,18.26122583928685
2uzi,4rzc,21.231845545539127
2uzi,4y5v,27.543396682348913
2uzi,4xvj,22.18327745890859
2uzi,4yjz,26.27120468095263
2uzi,4yqx,23.233923300382237
2uzi,5a2i,20.565278837522087
2uzi,4z0x,21.191343373447026
2uzi,4y5y,23.680764010836015
2uzi,5a2l,17.34109635151598
2uzi,5a2j,17.367387873288152
2uzi,5a2k,20.8907960220866
2uzi,5ayu,19.963005725848316
2uzi,5c2b,17.862321247891693
2uzi,5cba,30.453287500704842
2uzi,5aam,21.347875258441746
2uzi,5cbe,28.687450090265276
2uzi,5c6w,16.431438886216466
2uzi,5b3n,23.565329348436464
2uzi,5dfw,22.979809715287413
2uzi,5dhx,20.25792286585197
2uzi,5dhv,24.718709337494754
2uzi,5f72,22.508208139935064
2uzi,5grv,23.25017168221281
2uzi,5fxc,21.08371622219333
2uzi,5grx,17.492341761952385
2uzi,5fcs,27.977418474669967
2uzi,5gry,29.17187752938743
2uzi,5grw,21.52539162470316
2uzi,5grz,21.01849783330791
2uzi,5gru,26.354764405195507
2uzi,5gs1,38.66383354369013
2uzi,5i4f,21.825915189729873
2uzi,5j74,21.96443676404525
2uzi,5gs3,20.900518648591078
2uzi,5j75,23.519328301048738
2uzi,5jyl,22.53331322014233
2uzi,5kve,18.498644657511576
2uzi,5jym,28.767269158701883
2uzi,5lbs,35.226600761089635
2uzi,5lx9,23.256257048368653
2uzi,5lwy,26.448356605077954
2uzi,5lxa,21.176467308315864
2uzi,5n7b,15.30620849460771
2uzi,5lxg,30.361138714631693
2uzi,5npi,21.319031954684636
2uzi,5npj,21.31561001614809
2uzi,5vf2,21.819979376303312
2uzi,5tbd,22.093443328273327
2uzi,5vf6,19.283057303877804
2uzi,5owp,21.14059032584725
2uzi,5ogi,34.38897062867647
2uzi,5wn9,18.905464562873917
2uzi,5xcq,24.463910689133087
2uzi,5wym,28.0342626432951
2uzi,5xcr,27.61029139613082
2uzi,5xcs,26.878329027746236
2uzi,5xct,22.56314043174557
2uzi,5xcx,22.217758712042855
2uzi,5xcu,26.125797305457404
2uzi,5yd3,21.46095147025587
2uzi,5xcv,21.523657575645252
2uzi,5xwd,45.18923228554753
2uzi,5yd5,18.521668183847478
2uzi,5yy4,23.31310044189117
2uzi,5yd4,21.39202915334272
2uzi,6a78,21.513183547252197
2uzi,6ba5,19.417525746226094
2uzi,6cbp,19.91085729906789
2uzi,6a79,21.562604596130054
2uzi,6ban,19.83778192180468
2uzi,6cf2,18.252579023673565
2uzi,6crk,20.240542817291487
2uzi,6cvk,24.618422212279885
2uzi,6ehv,18.965302170646815
2uzi,6ehw,21.832281484565623
2uzi,6dsi,18.276541079007384
2uzi,6ehx,20.99747128765851
2uzi,6ejg,21.08141064879471
2uzi,6ehy,21.77117398348206
2uzi,6fzq,21.032280473120554
2uzi,6ffj,18.77230388796203
2uzi,6ejm,26.76690817241323
2uzi,6ek2,12.228785285861298
2uzi,6frj,21.003830753343177
2uzi,6g8r,16.817657403739005
2uzi,6fzr,15.277573295894472
2uzi,6i07,28.921056685647933
2uzi,6ivz,30.464605306773812
2uzi,6j14,30.164601759333426
2uzi,6h3t,18.899045324112883
2uzi,6j5d,20.919580821361407
2uzi,6j5f,20.91171222021533
2uzi,6j71,22.06554519406893
2uzi,6iw2,29.014580231902148
2uzi,6j9o,19.05415735108911
2uzi,6k4z,18.445168460372273
2uzi,6ks0,30.44158650815651
2uzi,6k65,17.969476854953676
2uzi,6ks1,26.458110283570964
2uzi,6kr0,22.81547850535081
2uzi,6kz0,20.943394406475687
2uzi,6kyz,21.288180384858517
2uzi,6lcs,24.628393791749687
2uzi,6lfv,18.664961817130912
2uzi,6lfx,18.821635355351564
2uzi,6lfw,20.687312494393577
2uzi,6lz4,27.913090593347885
2uzi,6oan,21.75965102093911
2uzi,6ol7,24.721152391314924
2uzi,6osh,16.71071893380275
2uzi,6p79,20.07910898693199
2uzi,6lgw,34.01868498855285
2uzi,6osv,16.10935793496215
2uzi,6qb3,21.79006696834194
2uzi,6qb4,22.024818221827747
2uzi,6pk8,22.975413009759496
2uzi,6qb9,16.194639722703627
2uzi,6pcu,26.249865467673004
2uzi,6pil,17.480595042604925
2uzi,6tgg,20.965645964955502
2uzi,6tou,16.691888668302408
2uzi,6tnp,16.81588420132005
2uzi,6qf6,23.78421870491469
2uzi,6qfc,21.706785098243348
2uzi,6qf9,16.8376783472407
2uzi,6uy3,21.652483548620605
2uzi,6uup,21.334097380000014
2uzi,6vrp,22.33213510611629
2uzi,6vep,26.989381116037535
2uzi,6vug,22.46370635399476
2uzi,6vun,28.4021553634201
2uzi,6vup,21.69475359293547
2uzi,6vuo,22.248332854287657
2uzi,6wzn,23.03575666395061
2uzi,7a3o,26.84283907857192
2uzi,6yxd,26.36201691493442
2uzi,6yx9,26.03635716050669
2uzi,6y6c,29.363149434613383
2uzi,7aql,19.866486011788105
2uzi,7a3q,39.231388580816976
2uzi,7cea,23.560654915414087
2uzi,7eq3,21.31414180344729
2uzi,7ceb,22.600156044905393
2uzi,7kbm,22.80703789618878
2uzi,7kbo,22.10825079647537
2uzi,7k93,23.87616332335621
